seccion_codigo;distrito_codigo;distrito_nombre;municipio_codigo;municipio_nombre;superficie_km2
8001004;8001;;80;MAJADAHONDA;0.05
8001005;8001;;80;MAJADAHONDA;0.04
8001006;8001;;80;MAJADAHONDA;0.04
8001007;8001;;80;MAJADAHONDA;0.46
8001008;8001;;80;MAJADAHONDA;0.08
8001009;8001;;80;MAJADAHONDA;15.97
8001010;8001;;80;MAJADAHONDA;0.06
8001011;8001;;80;MAJADAHONDA;0.65
8001012;8001;;80;MAJADAHONDA;0.08
8001013;8001;;80;MAJADAHONDA;0.11
8001014;8001;;80;MAJADAHONDA;8.07
8001015;8001;;80;MAJADAHONDA;0.09
8001016;8001;;80;MAJADAHONDA;0.47
8001017;8001;;80;MAJADAHONDA;0.25
8001018;8001;;80;MAJADAHONDA;1.25
8002001;8002;;80;MAJADAHONDA;0.16
8002002;8002;;80;MAJADAHONDA;0.33
8002003;8002;;80;MAJADAHONDA;0.05
8002004;8002;;80;MAJADAHONDA;0.20
8002005;8002;;80;MAJADAHONDA;0.50
8002006;8002;;80;MAJADAHONDA;0.04
8002007;8002;;80;MAJADAHONDA;0.12
8002008;8002;;80;MAJADAHONDA;0.37
8002009;8002;;80;MAJADAHONDA;0.20
8002010;8002;;80;MAJADAHONDA;0.15
8002011;8002;;80;MAJADAHONDA;0.06
8002012;8002;;80;MAJADAHONDA;0.04
8002013;8002;;80;MAJADAHONDA;0.13
8002014;8002;;80;MAJADAHONDA;0.34
8002015;8002;;80;MAJADAHONDA;2.62
8002016;8002;;80;MAJADAHONDA;0.05
8002017;8002;;80;MAJADAHONDA;0.19
8002018;8002;;80;MAJADAHONDA;0.89
8002019;8002;;80;MAJADAHONDA;0.16
8002020;8002;;80;MAJADAHONDA;0.24
8002021;8002;;80;MAJADAHONDA;0.08
8002022;8002;;80;MAJADAHONDA;0.23
8002023;8002;;80;MAJADAHONDA;0.81
8002024;8002;;80;MAJADAHONDA;1.22
8002025;8002;;80;MAJADAHONDA;0.31
8002026;8002;;80;MAJADAHONDA;0.30
8002027;8002;;80;MAJADAHONDA;0.75
8201001;8201;;82;MANZANARES EL REAL;47.69
8201002;8201;;82;MANZANARES EL REAL;0.24
8201003;8201;;82;MANZANARES EL REAL;79.79
8201004;8201;;82;MANZANARES EL REAL;0.59
8301001;8301;;83;MECO;16.38
8301002;8301;;83;MECO;0.12
8301003;8301;;83;MECO;17.42
8301004;8301;;83;MECO;0.62
8301005;8301;;83;MECO;0.39
8401001;8401;;84;MEJORADA DEL CAMPO;0.34
8401002;8401;;84;MEJORADA DEL CAMPO;0.07
8401003;8401;;84;MEJORADA DEL CAMPO;0.14
8401004;8401;;84;MEJORADA DEL CAMPO;0.12
8401005;8401;;84;MEJORADA DEL CAMPO;0.11
8401006;8401;;84;MEJORADA DEL CAMPO;0.06
8401007;8401;;84;MEJORADA DEL CAMPO;7.51
8401008;8401;;84;MEJORADA DEL CAMPO;0.15
8401009;8401;;84;MEJORADA DEL CAMPO;4.99
8401010;8401;;84;MEJORADA DEL CAMPO;0.12
8401011;8401;;84;MEJORADA DEL CAMPO;4.32
8501001;8501;;85;MIRAFLORES DE LA SIERRA;33.24
8501002;8501;;85;MIRAFLORES DE LA SIERRA;0.67
8501003;8501;;85;MIRAFLORES DE LA SIERRA;22.49
8601001;8601;;86;MOLAR, EL;2.16
8601002;8601;;86;MOLAR, EL;7.96
8601003;8601;;86;MOLAR, EL;40.06
8701001;8701;;87;MOLINOS, LOS;15.32
8701002;8701;;87;MOLINOS, LOS;3.84
8801001;8801;;88;MONTEJO DE LA SIERRA;32.18
8901001;8901;;89;MORALEJA DE ENMEDIO;5.69
8901002;8901;;89;MORALEJA DE ENMEDIO;18.35
8901003;8901;;89;MORALEJA DE ENMEDIO;7.13
9001001;9001;;90;MORALZARZAL;6.73
9001002;9001;;90;MORALZARZAL;4.20
9001003;9001;;90;MORALZARZAL;29.66
9001004;9001;;90;MORALZARZAL;0.76
9001005;9001;;90;MORALZARZAL;2.21
9101001;9101;;91;MORATA DE TAJUÐA;7.91
9101002;9101;;91;MORATA DE TAJUÐA;9.59
9102001;9102;;91;MORATA DE TAJUÐA;18.38
9102002;9102;;91;MORATA DE TAJUÐA;9.41
9201001;9201;;92;MOSTOLES;0.06
9201002;9201;;92;MOSTOLES;0.03
9201003;9201;;92;MOSTOLES;0.03
9201004;9201;;92;MOSTOLES;0.01
9201005;9201;;92;MOSTOLES;0.02
9201006;9201;;92;MOSTOLES;0.03
9201007;9201;;92;MOSTOLES;0.03
9201008;9201;;92;MOSTOLES;0.04
9201009;9201;;92;MOSTOLES;0.21
9201010;9201;;92;MOSTOLES;0.18
9201011;9201;;92;MOSTOLES;0.07
9201012;9201;;92;MOSTOLES;0.04
9201013;9201;;92;MOSTOLES;0.10
9201014;9201;;92;MOSTOLES;0.04
9201015;9201;;92;MOSTOLES;0.04
9201016;9201;;92;MOSTOLES;0.04
9201017;9201;;92;MOSTOLES;0.20
9201018;9201;;92;MOSTOLES;0.59
9201019;9201;;92;MOSTOLES;1.83
9201020;9201;;92;MOSTOLES;0.38
9201021;9201;;92;MOSTOLES;0.11
9201022;9201;;92;MOSTOLES;0.34
9201023;9201;;92;MOSTOLES;0.30
9201024;9201;;92;MOSTOLES;15.64
9202001;9202;;92;MOSTOLES;0.06
9202002;9202;;92;MOSTOLES;0.05
9202003;9202;;92;MOSTOLES;0.03
9202004;9202;;92;MOSTOLES;0.02
9202006;9202;;92;MOSTOLES;0.07
9202007;9202;;92;MOSTOLES;0.30
9202008;9202;;92;MOSTOLES;0.05
9202009;9202;;92;MOSTOLES;0.05
9202010;9202;;92;MOSTOLES;0.02
9202011;9202;;92;MOSTOLES;0.03
9202012;9202;;92;MOSTOLES;0.03
9202013;9202;;92;MOSTOLES;0.05
9202014;9202;;92;MOSTOLES;0.03
9202015;9202;;92;MOSTOLES;0.04
9202016;9202;;92;MOSTOLES;0.06
9202017;9202;;92;MOSTOLES;0.12
9202018;9202;;92;MOSTOLES;0.03
9202019;9202;;92;MOSTOLES;0.07
9202020;9202;;92;MOSTOLES;0.05
9202021;9202;;92;MOSTOLES;0.06
9202022;9202;;92;MOSTOLES;0.03
9202023;9202;;92;MOSTOLES;0.05
9202024;9202;;92;MOSTOLES;0.08
9202025;9202;;92;MOSTOLES;0.06
9202026;9202;;92;MOSTOLES;0.03
9202028;9202;;92;MOSTOLES;0.04
9202029;9202;;92;MOSTOLES;0.14
9202030;9202;;92;MOSTOLES;0.02
9202031;9202;;92;MOSTOLES;0.03
9202032;9202;;92;MOSTOLES;0.29
9202033;9202;;92;MOSTOLES;0.05
9202034;9202;;92;MOSTOLES;0.20
9202035;9202;;92;MOSTOLES;0.15
9202036;9202;;92;MOSTOLES;0.03
9202037;9202;;92;MOSTOLES;0.05
9202038;9202;;92;MOSTOLES;5.44
9202039;9202;;92;MOSTOLES;0.06
9203001;9203;;92;MOSTOLES;0.09
9203002;9203;;92;MOSTOLES;0.02
9203003;9203;;92;MOSTOLES;0.03
9203004;9203;;92;MOSTOLES;0.02
9203005;9203;;92;MOSTOLES;0.02
9203006;9203;;92;MOSTOLES;0.03
9203007;9203;;92;MOSTOLES;0.03
9203008;9203;;92;MOSTOLES;0.04
9203009;9203;;92;MOSTOLES;0.04
9203010;9203;;92;MOSTOLES;0.04
9203011;9203;;92;MOSTOLES;0.04
9203012;9203;;92;MOSTOLES;0.04
9203013;9203;;92;MOSTOLES;0.05
9203014;9203;;92;MOSTOLES;0.01
9203015;9203;;92;MOSTOLES;0.03
9203016;9203;;92;MOSTOLES;0.03
9203017;9203;;92;MOSTOLES;0.04
9203018;9203;;92;MOSTOLES;0.05
9203019;9203;;92;MOSTOLES;0.05
9203020;9203;;92;MOSTOLES;0.02
9203021;9203;;92;MOSTOLES;0.03
9203022;9203;;92;MOSTOLES;0.04
9203023;9203;;92;MOSTOLES;0.02
9203024;9203;;92;MOSTOLES;0.17
9203025;9203;;92;MOSTOLES;0.03
9203026;9203;;92;MOSTOLES;0.53
9203027;9203;;92;MOSTOLES;0.02
9203028;9203;;92;MOSTOLES;0.14
9203029;9203;;92;MOSTOLES;0.06
9203030;9203;;92;MOSTOLES;0.06
9204001;9204;;92;MOSTOLES;0.07
9204002;9204;;92;MOSTOLES;0.04
9204003;9204;;92;MOSTOLES;0.05
9204004;9204;;92;MOSTOLES;0.03
9204005;9204;;92;MOSTOLES;0.04
9204006;9204;;92;MOSTOLES;0.03
9204007;9204;;92;MOSTOLES;0.02
9204008;9204;;92;MOSTOLES;0.03
9204009;9204;;92;MOSTOLES;0.05
9204010;9204;;92;MOSTOLES;0.02
9204011;9204;;92;MOSTOLES;0.06
9204012;9204;;92;MOSTOLES;0.04
9204013;9204;;92;MOSTOLES;0.05
9204015;9204;;92;MOSTOLES;0.54
9204016;9204;;92;MOSTOLES;0.04
9204017;9204;;92;MOSTOLES;0.04
9204018;9204;;92;MOSTOLES;0.06
9204019;9204;;92;MOSTOLES;0.03
9204020;9204;;92;MOSTOLES;0.03
9204021;9204;;92;MOSTOLES;0.02
9204022;9204;;92;MOSTOLES;0.04
9204023;9204;;92;MOSTOLES;0.03
9204024;9204;;92;MOSTOLES;0.03
9204025;9204;;92;MOSTOLES;0.05
9204026;9204;;92;MOSTOLES;0.05
9204027;9204;;92;MOSTOLES;0.10
9204028;9204;;92;MOSTOLES;0.04
9204029;9204;;92;MOSTOLES;0.02
9204030;9204;;92;MOSTOLES;0.11
9204031;9204;;92;MOSTOLES;0.09
9204032;9204;;92;MOSTOLES;0.09
9204033;9204;;92;MOSTOLES;0.02
9204034;9204;;92;MOSTOLES;5.02
9204035;9204;;92;MOSTOLES;0.14
9204036;9204;;92;MOSTOLES;0.16
9204037;9204;;92;MOSTOLES;0.18
9204038;9204;;92;MOSTOLES;0.05
9204039;9204;;92;MOSTOLES;0.08
9204040;9204;;92;MOSTOLES;0.16
9204041;9204;;92;MOSTOLES;0.10
9204042;9204;;92;MOSTOLES;1.82
9204043;9204;;92;MOSTOLES;1.00
9204044;9204;;92;MOSTOLES;0.15
9204045;9204;;92;MOSTOLES;0.04
9204046;9204;;92;MOSTOLES;3.82
9301001;9301;;93;NAVACERRADA;27.51
9401001;9401;;94;NAVALAFUENTE;12.18
9501001;9501;;95;NAVALAGAMELLA;75.76
9601001;9601;;96;NAVALCARNERO;0.11
9601002;9601;;96;NAVALCARNERO;0.14
9601003;9601;;96;NAVALCARNERO;0.19
9601004;9601;;96;NAVALCARNERO;14.64
9601005;9601;;96;NAVALCARNERO;0.59
9601006;9601;;96;NAVALCARNERO;0.16
9601007;9601;;96;NAVALCARNERO;7.86
9601008;9601;;96;NAVALCARNERO;0.21
9601009;9601;;96;NAVALCARNERO;0.24
9601010;9601;;96;NAVALCARNERO;22.37
9601011;9601;;96;NAVALCARNERO;20.10
9601012;9601;;96;NAVALCARNERO;22.87
9601013;9601;;96;NAVALCARNERO;5.60
9601014;9601;;96;NAVALCARNERO;5.76
9701001;9701;;97;NAVARREDONDA Y SAN MAMES;28.47
9901001;9901;;99;NAVAS DEL REY;50.51
10001001;10001;;100;NUEVO BAZTAN;15.61
10001002;10001;;100;NUEVO BAZTAN;2.17
10001003;10001;;100;NUEVO BAZTAN;2.32
10101001;10101;;101;OLMEDA DE LAS FUENTES;16.52
10201001;10201;;102;ORUSCO DE TAJU/A;21.36
10401001;10401;;104;PARACUELLOS DE JARAMA;6.37
10401002;10401;;104;PARACUELLOS DE JARAMA;0.12
10401003;10401;;104;PARACUELLOS DE JARAMA;23.78
10401004;10401;;104;PARACUELLOS DE JARAMA;5.02
10401005;10401;;104;PARACUELLOS DE JARAMA;5.48
10401006;10401;;104;PARACUELLOS DE JARAMA;0.20
10401007;10401;;104;PARACUELLOS DE JARAMA;0.43
10401008;10401;;104;PARACUELLOS DE JARAMA;0.35
10401009;10401;;104;PARACUELLOS DE JARAMA;1.71
10401010;10401;;104;PARACUELLOS DE JARAMA;0.11
10401011;10401;;104;PARACUELLOS DE JARAMA;0.21
10601001;10601;;106;PARLA;0.13
10601002;10601;;106;PARLA;0.04
10601003;10601;;106;PARLA;0.07
10601004;10601;;106;PARLA;0.12
10601005;10601;;106;PARLA;0.06
10601006;10601;;106;PARLA;0.05
10601007;10601;;106;PARLA;0.04
10601008;10601;;106;PARLA;0.05
10601009;10601;;106;PARLA;0.07
10601010;10601;;106;PARLA;0.05
10601011;10601;;106;PARLA;0.05
10601012;10601;;106;PARLA;0.04
10601013;10601;;106;PARLA;0.03
10601014;10601;;106;PARLA;0.04
10601015;10601;;106;PARLA;1.52
10601016;10601;;106;PARLA;0.15
10601017;10601;;106;PARLA;1.12
10601018;10601;;106;PARLA;0.04
10601019;10601;;106;PARLA;0.02
10601021;10601;;106;PARLA;0.05
10601022;10601;;106;PARLA;0.03
10601023;10601;;106;PARLA;0.04
10601024;10601;;106;PARLA;0.04
10601025;10601;;106;PARLA;0.04
10601026;10601;;106;PARLA;0.70
10601027;10601;;106;PARLA;0.04
10601028;10601;;106;PARLA;0.06
10601029;10601;;106;PARLA;0.05
10601030;10601;;106;PARLA;0.06
10601031;10601;;106;PARLA;0.07
10601032;10601;;106;PARLA;0.05
10601033;10601;;106;PARLA;0.02
10601034;10601;;106;PARLA;0.10
10601035;10601;;106;PARLA;0.05
10601036;10601;;106;PARLA;0.10
10601037;10601;;106;PARLA;0.02
10601038;10601;;106;PARLA;0.17
10601039;10601;;106;PARLA;0.04
10601040;10601;;106;PARLA;0.15
10601041;10601;;106;PARLA;0.45
10601042;10601;;106;PARLA;0.13
10601043;10601;;106;PARLA;0.79
10601044;10601;;106;PARLA;0.12
10601045;10601;;106;PARLA;0.04
10601046;10601;;106;PARLA;0.13
10601047;10601;;106;PARLA;0.04
10601048;10601;;106;PARLA;0.55
10601049;10601;;106;PARLA;5.99
10601050;10601;;106;PARLA;0.12
10601051;10601;;106;PARLA;1.63
10601052;10601;;106;PARLA;0.06
10601053;10601;;106;PARLA;0.10
10601054;10601;;106;PARLA;0.09
10601055;10601;;106;PARLA;0.12
10601056;10601;;106;PARLA;0.06
10601057;10601;;106;PARLA;0.07
10601058;10601;;106;PARLA;0.19
10601059;10601;;106;PARLA;0.15
10601060;10601;;106;PARLA;0.24
10601061;10601;;106;PARLA;0.24
10601062;10601;;106;PARLA;0.11
10601063;10601;;106;PARLA;0.52
10601064;10601;;106;PARLA;0.11
10601065;10601;;106;PARLA;0.10
10601066;10601;;106;PARLA;0.11
10601067;10601;;106;PARLA;7.19
10701001;10701;;107;PATONES;35.07
10801001;10801;;108;PEDREZUELA;23.93
10801002;10801;;108;PEDREZUELA;4.61
10901001;10901;;109;PELAYOS DE LA PRESA;7.57
11001001;11001;;110;PERALES DE TAJU/A;49.07
11101001;11101;;111;PEZUELA DE LAS TORRES;41.68
11201001;11201;;112;PINILLA DEL VALLE;25.45
11301001;11301;;113;PINTO;0.03
11301002;11301;;113;PINTO;0.08
11301003;11301;;113;PINTO;0.09
11301004;11301;;113;PINTO;0.06
11301005;11301;;113;PINTO;0.27
11301006;11301;;113;PINTO;13.12
11301007;11301;;113;PINTO;0.06
11301008;11301;;113;PINTO;0.03
11301009;11301;;113;PINTO;0.06
11301010;11301;;113;PINTO;0.13
11301011;11301;;113;PINTO;0.13
11301012;11301;;113;PINTO;0.11
11301013;11301;;113;PINTO;0.24
11301014;11301;;113;PINTO;10.76
11302001;11302;;113;PINTO;0.05
11302002;11302;;113;PINTO;0.07
11302003;11302;;113;PINTO;0.06
11302004;11302;;113;PINTO;18.68
11302005;11302;;113;PINTO;0.04
11302006;11302;;113;PINTO;15.62
11302007;11302;;113;PINTO;0.08
11302008;11302;;113;PINTO;0.11
11302009;11302;;113;PINTO;0.09
11302010;11302;;113;PINTO;0.13
11302011;11302;;113;PINTO;0.08
11302012;11302;;113;PINTO;0.11
11302013;11302;;113;PINTO;0.14
11302014;11302;;113;PINTO;0.31
11302015;11302;;113;PINTO;1.24
11401001;11401;;114;PI/UECAR-GANDULLAS;18.24
11501001;11501;;115;POZUELO DE ALARCON;3.47
11501002;11501;;115;POZUELO DE ALARCON;1.62
11501004;11501;;115;POZUELO DE ALARCON;0.02
11501005;11501;;115;POZUELO DE ALARCON;0.13
11501006;11501;;115;POZUELO DE ALARCON;1.41
11501007;11501;;115;POZUELO DE ALARCON;0.02
11501008;11501;;115;POZUELO DE ALARCON;0.12
11501009;11501;;115;POZUELO DE ALARCON;0.06
11501010;11501;;115;POZUELO DE ALARCON;6.15
11501011;11501;;115;POZUELO DE ALARCON;0.04
11501012;11501;;115;POZUELO DE ALARCON;0.24
11501013;11501;;115;POZUELO DE ALARCON;0.06
11501014;11501;;115;POZUELO DE ALARCON;0.43
11501015;11501;;115;POZUELO DE ALARCON;0.08
11501016;11501;;115;POZUELO DE ALARCON;0.31
11501017;11501;;115;POZUELO DE ALARCON;0.30
11501018;11501;;115;POZUELO DE ALARCON;0.55
11501019;11501;;115;POZUELO DE ALARCON;2.86
11501020;11501;;115;POZUELO DE ALARCON;2.99
11501021;11501;;115;POZUELO DE ALARCON;0.10
11501022;11501;;115;POZUELO DE ALARCON;0.67
11501023;11501;;115;POZUELO DE ALARCON;0.15
11501024;11501;;115;POZUELO DE ALARCON;1.14
11501025;11501;;115;POZUELO DE ALARCON;0.14
11501026;11501;;115;POZUELO DE ALARCON;0.17
11501027;11501;;115;POZUELO DE ALARCON;0.10
11501028;11501;;115;POZUELO DE ALARCON;6.28
11501029;11501;;115;POZUELO DE ALARCON;0.62
11501030;11501;;115;POZUELO DE ALARCON;0.09
11501031;11501;;115;POZUELO DE ALARCON;3.43
11502001;11502;;115;POZUELO DE ALARCON;0.34
11502002;11502;;115;POZUELO DE ALARCON;0.41
11502003;11502;;115;POZUELO DE ALARCON;0.06
11502004;11502;;115;POZUELO DE ALARCON;0.22
11502005;11502;;115;POZUELO DE ALARCON;0.25
11502006;11502;;115;POZUELO DE ALARCON;0.30
11502007;11502;;115;POZUELO DE ALARCON;0.29
11502008;11502;;115;POZUELO DE ALARCON;0.22
11502009;11502;;115;POZUELO DE ALARCON;0.23
11502010;11502;;115;POZUELO DE ALARCON;4.23
11502011;11502;;115;POZUELO DE ALARCON;0.24
11502012;11502;;115;POZUELO DE ALARCON;0.35
11502013;11502;;115;POZUELO DE ALARCON;0.24
11502014;11502;;115;POZUELO DE ALARCON;0.29
11502015;11502;;115;POZUELO DE ALARCON;0.19
11502016;11502;;115;POZUELO DE ALARCON;0.27
11502017;11502;;115;POZUELO DE ALARCON;0.14
11502018;11502;;115;POZUELO DE ALARCON;0.11
11502019;11502;;115;POZUELO DE ALARCON;0.09
11502020;11502;;115;POZUELO DE ALARCON;0.14
11502021;11502;;115;POZUELO DE ALARCON;0.74
11601001;11601;;116;POZUELO DEL REY;30.91
11701001;11701;;117;PRADENA DEL RINCON;22.50
11801001;11801;;118;PUEBLA DE LA SIERRA;56.69
11901001;11901;;119;QUIJORNA;17.33
11901002;11901;;119;QUIJORNA;8.36
12001001;12001;;120;RASCAFRIA;149.30
12101001;12101;;121;REDUE/A;13.03
12201001;12201;;122;RIBATEJADA;32.16
12301001;12301;;123;RIVAS-VACIAMADRID;54.26
12301002;12301;;123;RIVAS-VACIAMADRID;0.19
12301003;12301;;123;RIVAS-VACIAMADRID;0.09
12301004;12301;;123;RIVAS-VACIAMADRID;0.07
12301005;12301;;123;RIVAS-VACIAMADRID;0.33
12301006;12301;;123;RIVAS-VACIAMADRID;0.47
12301007;12301;;123;RIVAS-VACIAMADRID;0.24
12301008;12301;;123;RIVAS-VACIAMADRID;0.14
12301009;12301;;123;RIVAS-VACIAMADRID;0.12
12301010;12301;;123;RIVAS-VACIAMADRID;0.10
12301011;12301;;123;RIVAS-VACIAMADRID;0.04
12301012;12301;;123;RIVAS-VACIAMADRID;0.40
12301013;12301;;123;RIVAS-VACIAMADRID;0.58
12301014;12301;;123;RIVAS-VACIAMADRID;0.35
12301015;12301;;123;RIVAS-VACIAMADRID;0.05
12301016;12301;;123;RIVAS-VACIAMADRID;0.22
12301017;12301;;123;RIVAS-VACIAMADRID;0.39
12301018;12301;;123;RIVAS-VACIAMADRID;0.33
12301019;12301;;123;RIVAS-VACIAMADRID;0.14
12301020;12301;;123;RIVAS-VACIAMADRID;0.26
12301021;12301;;123;RIVAS-VACIAMADRID;0.45
12301022;12301;;123;RIVAS-VACIAMADRID;0.19
12301023;12301;;123;RIVAS-VACIAMADRID;0.32
12301024;12301;;123;RIVAS-VACIAMADRID;0.27
12301025;12301;;123;RIVAS-VACIAMADRID;0.37
12301026;12301;;123;RIVAS-VACIAMADRID;0.06
12301027;12301;;123;RIVAS-VACIAMADRID;0.01
12301028;12301;;123;RIVAS-VACIAMADRID;0.22
12301029;12301;;123;RIVAS-VACIAMADRID;0.26
12301030;12301;;123;RIVAS-VACIAMADRID;0.32
12301031;12301;;123;RIVAS-VACIAMADRID;0.11
12301032;12301;;123;RIVAS-VACIAMADRID;0.15
12301033;12301;;123;RIVAS-VACIAMADRID;0.37
12301034;12301;;123;RIVAS-VACIAMADRID;0.14
12301035;12301;;123;RIVAS-VACIAMADRID;0.28
12301036;12301;;123;RIVAS-VACIAMADRID;0.35
12301037;12301;;123;RIVAS-VACIAMADRID;0.06
12301038;12301;;123;RIVAS-VACIAMADRID;1.06
12301039;12301;;123;RIVAS-VACIAMADRID;0.34
12301040;12301;;123;RIVAS-VACIAMADRID;1.52
12301041;12301;;123;RIVAS-VACIAMADRID;0.19
12301042;12301;;123;RIVAS-VACIAMADRID;0.30
12301043;12301;;123;RIVAS-VACIAMADRID;0.22
12301044;12301;;123;RIVAS-VACIAMADRID;0.16
12301045;12301;;123;RIVAS-VACIAMADRID;0.92
12401001;12401;;124;ROBLEDILLO DE LA JARA;21.02
12501001;12501;;125;ROBLEDO DE CHAVELA;60.73
12501002;12501;;125;ROBLEDO DE CHAVELA;33.42
12601001;12601;;126;ROBREGORDO;18.35
12701001;12701;;127;ROZAS DE MADRID, LAS;0.07
12701002;12701;;127;ROZAS DE MADRID, LAS;0.06
12701003;12701;;127;ROZAS DE MADRID, LAS;0.22
12701004;12701;;127;ROZAS DE MADRID, LAS;0.25
12701005;12701;;127;ROZAS DE MADRID, LAS;0.16
12701006;12701;;127;ROZAS DE MADRID, LAS;0.40
12701007;12701;;127;ROZAS DE MADRID, LAS;0.64
12701008;12701;;127;ROZAS DE MADRID, LAS;1.10
12701009;12701;;127;ROZAS DE MADRID, LAS;3.92
12701010;12701;;127;ROZAS DE MADRID, LAS;0.13
12701011;12701;;127;ROZAS DE MADRID, LAS;0.45
12701012;12701;;127;ROZAS DE MADRID, LAS;0.07
12701013;12701;;127;ROZAS DE MADRID, LAS;0.11
12701014;12701;;127;ROZAS DE MADRID, LAS;0.43
12701015;12701;;127;ROZAS DE MADRID, LAS;0.10
12701016;12701;;127;ROZAS DE MADRID, LAS;0.13
12701017;12701;;127;ROZAS DE MADRID, LAS;1.77
12701018;12701;;127;ROZAS DE MADRID, LAS;0.91
12701019;12701;;127;ROZAS DE MADRID, LAS;1.32
12701020;12701;;127;ROZAS DE MADRID, LAS;0.15
12701021;12701;;127;ROZAS DE MADRID, LAS;0.25
12701022;12701;;127;ROZAS DE MADRID, LAS;5.04
12701023;12701;;127;ROZAS DE MADRID, LAS;3.27
12701024;12701;;127;ROZAS DE MADRID, LAS;0.27
12701025;12701;;127;ROZAS DE MADRID, LAS;0.21
12701026;12701;;127;ROZAS DE MADRID, LAS;0.63
12701027;12701;;127;ROZAS DE MADRID, LAS;5.17
12701028;12701;;127;ROZAS DE MADRID, LAS;2.46
12701029;12701;;127;ROZAS DE MADRID, LAS;0.63
12701030;12701;;127;ROZAS DE MADRID, LAS;1.30
12701031;12701;;127;ROZAS DE MADRID, LAS;1.80
12701032;12701;;127;ROZAS DE MADRID, LAS;0.89
12701033;12701;;127;ROZAS DE MADRID, LAS;0.18
12701034;12701;;127;ROZAS DE MADRID, LAS;0.93
12701035;12701;;127;ROZAS DE MADRID, LAS;0.66
12701036;12701;;127;ROZAS DE MADRID, LAS;1.35
12701037;12701;;127;ROZAS DE MADRID, LAS;6.01
12701038;12701;;127;ROZAS DE MADRID, LAS;1.10
12701039;12701;;127;ROZAS DE MADRID, LAS;1.73
12701040;12701;;127;ROZAS DE MADRID, LAS;0.38
12701041;12701;;127;ROZAS DE MADRID, LAS;0.26
12701042;12701;;127;ROZAS DE MADRID, LAS;0.72
12701043;12701;;127;ROZAS DE MADRID, LAS;0.30
12701044;12701;;127;ROZAS DE MADRID, LAS;0.12
12701045;12701;;127;ROZAS DE MADRID, LAS;0.10
12701046;12701;;127;ROZAS DE MADRID, LAS;0.18
12701047;12701;;127;ROZAS DE MADRID, LAS;7.58
12701048;12701;;127;ROZAS DE MADRID, LAS;1.14
12701049;12701;;127;ROZAS DE MADRID, LAS;1.23
12801001;12801;;128;ROZAS DE PUERTO REAL;29.55
12901001;12901;;129;SAN AGUSTIN DEL GUADALIX;5.70
12901002;12901;;129;SAN AGUSTIN DEL GUADALIX;1.37
12901003;12901;;129;SAN AGUSTIN DEL GUADALIX;6.66
12901004;12901;;129;SAN AGUSTIN DEL GUADALIX;8.39
12901005;12901;;129;SAN AGUSTIN DEL GUADALIX;2.86
12901006;12901;;129;SAN AGUSTIN DEL GUADALIX;13.24
13001001;13001;;130;SAN FERNANDO DE HENARES;37.03
13001002;13001;;130;SAN FERNANDO DE HENARES;0.07
13001003;13001;;130;SAN FERNANDO DE HENARES;0.05
13001004;13001;;130;SAN FERNANDO DE HENARES;0.13
13001005;13001;;130;SAN FERNANDO DE HENARES;0.20
13001006;13001;;130;SAN FERNANDO DE HENARES;0.21
13001007;13001;;130;SAN FERNANDO DE HENARES;0.08
13001008;13001;;130;SAN FERNANDO DE HENARES;0.03
13001009;13001;;130;SAN FERNANDO DE HENARES;0.07
13001010;13001;;130;SAN FERNANDO DE HENARES;0.04
13001011;13001;;130;SAN FERNANDO DE HENARES;0.09
13001012;13001;;130;SAN FERNANDO DE HENARES;0.05
13001013;13001;;130;SAN FERNANDO DE HENARES;0.02
13001014;13001;;130;SAN FERNANDO DE HENARES;0.06
13001015;13001;;130;SAN FERNANDO DE HENARES;0.04
13001016;13001;;130;SAN FERNANDO DE HENARES;0.07
13001017;13001;;130;SAN FERNANDO DE HENARES;0.18
13001018;13001;;130;SAN FERNANDO DE HENARES;0.08
13001019;13001;;130;SAN FERNANDO DE HENARES;0.14
13001020;13001;;130;SAN FERNANDO DE HENARES;0.04
13001021;13001;;130;SAN FERNANDO DE HENARES;0.03
13001022;13001;;130;SAN FERNANDO DE HENARES;0.03
13001023;13001;;130;SAN FERNANDO DE HENARES;0.10
13101001;13101;;131;SAN LORENZO DE EL ESCORIAL;0.14
13101002;13101;;131;SAN LORENZO DE EL ESCORIAL;13.51
13101003;13101;;131;SAN LORENZO DE EL ESCORIAL;0.16
13101004;13101;;131;SAN LORENZO DE EL ESCORIAL;0.52
13101005;13101;;131;SAN LORENZO DE EL ESCORIAL;0.31
13101006;13101;;131;SAN LORENZO DE EL ESCORIAL;1.50
13101007;13101;;131;SAN LORENZO DE EL ESCORIAL;34.01
13102001;13102;;131;SAN LORENZO DE EL ESCORIAL;1.26
13102002;13102;;131;SAN LORENZO DE EL ESCORIAL;4.97
13201001;13201;;132;SAN MARTIN DE LA VEGA;7.20
13201002;13201;;132;SAN MARTIN DE LA VEGA;47.61
13201003;13201;;132;SAN MARTIN DE LA VEGA;1.17
13201004;13201;;132;SAN MARTIN DE LA VEGA;18.19
13201005;13201;;132;SAN MARTIN DE LA VEGA;1.09
13201006;13201;;132;SAN MARTIN DE LA VEGA;2.56
13201007;13201;;132;SAN MARTIN DE LA VEGA;1.33
